node04:1627022:1627022 [0] NCCL INFO cudaDriverVersion 11060
node04:1627022:1627022 [0] NCCL INFO Bootstrap : Using ib0:10.3.1.4<0>
node04:1627022:1627022 [0] NCCL INFO NET/Plugin : No plugin found (libnccl-net.so), using internal implementation
node04:1627022:1627046 [0] NCCL INFO NET/IB : Using [0]mlx5_0:1/IB [RO]; OOB ib0:10.3.1.4<0>
node04:1627022:1627046 [0] NCCL INFO Using network IB
node04:1627022:1627046 [0] NCCL INFO Setting affinity for GPU 0 to 03ffff
node04:1627022:1627046 [0] NCCL INFO Trees [0] -1/-1/-1->1->0 [1] -1/-1/-1->1->0 [2] 0/-1/-1->1->-1 [3] 0/-1/-1->1->-1
node04:1627022:1627046 [0] NCCL INFO Channel 00/0 : 0[2a000] -> 1[2a000] [receive] via NET/IB/0
node04:1627022:1627046 [0] NCCL INFO Channel 01/0 : 0[2a000] -> 1[2a000] [receive] via NET/IB/0
node04:1627022:1627046 [0] NCCL INFO Channel 02/0 : 0[2a000] -> 1[2a000] [receive] via NET/IB/0
node04:1627022:1627046 [0] NCCL INFO Channel 03/0 : 0[2a000] -> 1[2a000] [receive] via NET/IB/0
node04:1627022:1627046 [0] NCCL INFO Channel 00/0 : 1[2a000] -> 0[2a000] [send] via NET/IB/0
node04:1627022:1627046 [0] NCCL INFO Channel 01/0 : 1[2a000] -> 0[2a000] [send] via NET/IB/0
node04:1627022:1627046 [0] NCCL INFO Channel 02/0 : 1[2a000] -> 0[2a000] [send] via NET/IB/0
node04:1627022:1627046 [0] NCCL INFO Channel 03/0 : 1[2a000] -> 0[2a000] [send] via NET/IB/0
node04:1627022:1627046 [0] NCCL INFO Connected all rings
node04:1627022:1627046 [0] NCCL INFO Connected all trees
node04:1627022:1627046 [0] NCCL INFO threadThresholds 8/8/64 | 16/8/64 | 512 | 512
node04:1627022:1627046 [0] NCCL INFO 4 coll channels, 4 p2p channels, 2 p2p channels per peer
node04:1627022:1627046 [0] NCCL INFO comm 0x1a7c310 rank 1 nranks 2 cudaDev 0 busId 2a000 - Init COMPLETE
node04:1627022:1627051 [0] NCCL INFO Channel 02/1 : 0[2a000] -> 1[2a000] [receive] via NET/IB/0/Shared
node04:1627022:1627051 [0] NCCL INFO Channel 03/1 : 0[2a000] -> 1[2a000] [receive] via NET/IB/0/Shared
node04:1627022:1627052 [0] NCCL INFO Channel 02/1 : 1[2a000] -> 0[2a000] [send] via NET/IB/0/Shared
node04:1627022:1627052 [0] NCCL INFO Channel 03/1 : 1[2a000] -> 0[2a000] [send] via NET/IB/0/Shared
node04:1627022:1627022 [0] NCCL INFO comm 0x1a7c310 rank 1 nranks 2 cudaDev 0 busId 2a000 - Destroy COMPLETE
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: 577.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: 585.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: 585.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: 586.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: 586.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: 586.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: 586.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: 588.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: 587.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: 585.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: 587.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: 590.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: 590.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: 588.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: 586.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: 586.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: 590.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: 588.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: 587.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: 585.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: 587.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: 590.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: 590.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: 588.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: 586.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: 584.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: 586.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: 590.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: 588.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: 587.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: 585.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: 587.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: 590.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: 590.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: 588.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: 586.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: 584.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: 586.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: 590.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: 588.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: 587.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: 585.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: 587.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: 590.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: 590.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: 590.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: 588.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: 586.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: 584.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: 586.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: 590.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: 588.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: 587.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: 585.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: 587.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: 589.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: 590.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: 590.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: 588.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: 586.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: 584.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: 586.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: 590.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: 588.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: 587.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: 585.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: 587.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: 589.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: 590.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: 590.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: 588.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: 586.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: 586.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: 590.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: 588.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: 587.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: 585.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: 587.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: 590.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: 590.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: 588.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: 586.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: 584.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: 586.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: 590.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: 588.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: 587.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: 585.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: 587.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: 589.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: 590.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: 590.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: 588.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: 586.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: 584.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: 583.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: 591.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: 594.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: 593.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: 596.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: 592.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: 596.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: 594.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: 592.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: 596.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: 595.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: 596.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: 590.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: 588.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: 585.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: 585.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: 584.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: 585.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: 585.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: 585.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: 585.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: -5374362.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: -5374370.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: -1450108273780003438592.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: -5374388.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: -5374398.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: -5374407.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: 70684840885747712.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: -115917050879687038498982490120650752.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: -5374435.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: -5374443.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: -3728465723392.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: 5724252271079982803256583651328.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: -5374471.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: -5374479.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: 186438272.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: -288210804156249538165735424.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: -5374499.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: -5374506.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: -5384037.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: 15074999237788970254336.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: 1171806707471473547023041217775534080.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: -5374370.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: -5374378.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: -766540955258978304.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: -11950603244316253902340096.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: -5374407.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: -5374415.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: 2184805.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: 581226616240344137728.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: -5374443.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: -5374452.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: -5374855.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: -30676383004884992.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: 47199375632727522194935673780174848.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: -5374486.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: -5374493.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: 1579432411136.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: -2370370473200983981261179584512.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: -5374512.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: -5374519.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: -83898392.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: 124064923880050970190675968.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: -5374378.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: -5374388.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: -5370499.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: -6314325900750332362752.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: -5374415.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: -5374426.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: -5374435.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: 308613878621667328.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: -5374452.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: -5374462.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: -5374471.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: -15871046057984.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: -499830155278808797075076038646562816.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: -5374493.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: -5374499.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: -5374505.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: 8432689686976126779392.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: -5374519.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: -5374362.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: -5374370.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: -437908543308300288.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: 648896754626959434292265078044491776.000000 us
