node04:1627305:1627305 [0] NCCL INFO cudaDriverVersion 11060
node04:1627305:1627305 [0] NCCL INFO Bootstrap : Using ib0:10.3.1.4<0>
node04:1627305:1627305 [0] NCCL INFO NET/Plugin : No plugin found (libnccl-net.so), using internal implementation
node04:1627305:1627331 [0] NCCL INFO NET/IB : Using [0]mlx5_0:1/IB [RO]; OOB ib0:10.3.1.4<0>
node04:1627305:1627331 [0] NCCL INFO Using network IB
node04:1627305:1627331 [0] NCCL INFO Setting affinity for GPU 0 to 03ffff
node04:1627305:1627331 [0] NCCL INFO Trees [0] -1/-1/-1->1->0 [1] -1/-1/-1->1->0 [2] 0/-1/-1->1->-1 [3] 0/-1/-1->1->-1
node04:1627305:1627331 [0] NCCL INFO Channel 00/0 : 0[2a000] -> 1[2a000] [receive] via NET/IB/0
node04:1627305:1627331 [0] NCCL INFO Channel 01/0 : 0[2a000] -> 1[2a000] [receive] via NET/IB/0
node04:1627305:1627331 [0] NCCL INFO Channel 02/0 : 0[2a000] -> 1[2a000] [receive] via NET/IB/0
node04:1627305:1627331 [0] NCCL INFO Channel 03/0 : 0[2a000] -> 1[2a000] [receive] via NET/IB/0
node04:1627305:1627331 [0] NCCL INFO Channel 00/0 : 1[2a000] -> 0[2a000] [send] via NET/IB/0
node04:1627305:1627331 [0] NCCL INFO Channel 01/0 : 1[2a000] -> 0[2a000] [send] via NET/IB/0
node04:1627305:1627331 [0] NCCL INFO Channel 02/0 : 1[2a000] -> 0[2a000] [send] via NET/IB/0
node04:1627305:1627331 [0] NCCL INFO Channel 03/0 : 1[2a000] -> 0[2a000] [send] via NET/IB/0
node04:1627305:1627331 [0] NCCL INFO Connected all rings
node04:1627305:1627331 [0] NCCL INFO Connected all trees
node04:1627305:1627331 [0] NCCL INFO threadThresholds 8/8/64 | 16/8/64 | 512 | 512
node04:1627305:1627331 [0] NCCL INFO 4 coll channels, 4 p2p channels, 2 p2p channels per peer
node04:1627305:1627331 [0] NCCL INFO comm 0x2511070 rank 1 nranks 2 cudaDev 0 busId 2a000 - Init COMPLETE
node04:1627305:1627335 [0] NCCL INFO Channel 02/1 : 0[2a000] -> 1[2a000] [receive] via NET/IB/0/Shared
node04:1627305:1627335 [0] NCCL INFO Channel 03/1 : 0[2a000] -> 1[2a000] [receive] via NET/IB/0/Shared
node04:1627305:1627336 [0] NCCL INFO Channel 02/1 : 1[2a000] -> 0[2a000] [send] via NET/IB/0/Shared
node04:1627305:1627336 [0] NCCL INFO Channel 03/1 : 1[2a000] -> 0[2a000] [send] via NET/IB/0/Shared
node04:1627305:1627305 [0] NCCL INFO comm 0x2511070 rank 1 nranks 2 cudaDev 0 busId 2a000 - Destroy COMPLETE
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: -2532.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: 2746.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: 2741.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: 2743.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: 2741.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: 2738.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: 2738.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: 2735.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: 2730.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: 2729.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: 2730.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: 2729.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: 2726.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: 2730.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: 2728.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: 2728.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: 2726.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: 2722.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: 2723.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: 2724.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: 2722.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: 2728.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: 2727.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: 2725.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: 2722.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: 2719.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: 2721.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: 2720.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: 2717.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: 2721.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: 2719.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: 2719.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: 2715.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: 2717.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: 2712.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: 2715.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: 2717.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: 2715.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: 2711.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: 2713.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: 2715.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: 2713.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: 2715.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: 2712.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: 2708.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: 2711.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: 2713.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: 2710.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: 2711.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: 2713.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: 2709.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: 2714.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: 2710.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: 2715.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: 2715.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: 2717.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: 2718.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: 2715.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: 2719.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: 2715.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: 2717.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: 2719.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: 2716.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: 2717.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: 2718.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: 2716.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: 2715.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: 2716.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: 2712.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: 2716.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: 2715.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: 2714.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: 2712.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: 2712.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: 2709.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: 2709.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: 2706.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: 2710.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: 2706.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: 2709.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: 2705.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: 2707.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: 2703.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: 2704.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: 2703.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: 2707.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: 2700.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: 2703.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: 2704.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: 2704.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: 2702.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: 2703.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: 2703.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: 2705.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: 2702.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: 2702.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: 2702.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: 2701.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: 2703.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: 2703.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: 2702.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: 2699.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: 2700.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: 2699.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: 2705.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: 2708.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: 2708.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: 2703.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: 2703.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: 2703.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: 2701.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: 2702.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: 2703.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: 2705.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: 2702.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: 2702.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: 2702.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: 2701.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: 2703.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: 2703.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: 2702.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: 2699.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: 2699.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: 2699.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: 2705.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: 2708.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: 2708.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: 2703.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: 2704.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: 2704.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: 2702.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: 2703.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: 2703.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: 2705.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: 2702.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: 2702.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: 2702.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: 2701.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: 2703.500000 us
